scenario,drifted_period,event_time,correlation_id,target_kind,target_value,fan_in_count,epoch_age_seconds,triggering_source_ip,ti_matched,signal_id_count,label
benign_shared_nat,False,2026-07-31T18:25:39.003322+00:00,f868dfa0-f445-45c3-bcb5-9a1572658bd2,user,user_4269,5,7833.9,203.0.113.59,False,2,0
ti_confirmed,False,2026-07-31T18:29:34.363283+00:00,747b20b9-dd02-4c5c-a866-f03eaeba619e,user,user_575,2,69304.26,203.0.113.70,True,3,1
ti_confirmed,False,2026-07-31T18:32:11.518728+00:00,8738e3be-3a08-4bdc-a7b6-12dc785bb025,user,user_1925,9,1358.61,203.0.113.95,True,3,1
low_and_slow,False,2026-07-31T18:33:14.452654+00:00,e1b9d885-d9a5-4348-aaf9-9e3b156251d2,user,user_1477,16,23554.0,203.0.113.126,False,3,1
ti_confirmed,False,2026-07-31T18:39:18.669915+00:00,4fd072ea-2f26-4b7f-9a1c-79a7ecb44811,user,user_232,4,1128.79,203.0.113.108,True,1,0
benign_shared_nat,False,2026-07-31T18:41:09.188851+00:00,c222ac82-bde3-4a42-bfe7-c44674342965,user,user_2034,5,21063.91,203.0.113.61,False,1,0
loud_burst,False,2026-07-31T18:41:10.575222+00:00,67c3b12a-f5f2-4145-aa21-23bf8f5ea51f,user,user_1120,28,,203.0.113.247,True,2,1
benign_shared_nat,False,2026-07-31T18:45:15.451732+00:00,8fa83beb-a144-4464-8da0-216a9927cdfe,user,user_1787,9,4171.38,203.0.113.227,False,3,0
ambiguous_mid,False,2026-07-31T18:45:20.710369+00:00,b848019f-626c-49aa-bc09-24f17feb26a1,user,user_1266,5,7038.66,203.0.113.40,False,1,0
low_and_slow,False,2026-07-31T18:58:00.576301+00:00,2633b344-16b4-4936-9b11-8d5a79dcc492,user,user_396,8,38614.23,203.0.113.67,False,1,1
benign_quiet,False,2026-07-31T18:58:22.246854+00:00,2b42d282-0614-4e37-bd43-e5db7abc702e,user,user_2057,1,574.06,203.0.113.36,False,1,0
loud_burst,False,2026-07-31T19:00:49.498821+00:00,3d41f1cd-01b6-425f-9fba-138ec4b9a55d,user,user_3737,11,228.25,203.0.113.65,True,1,1
low_and_slow,False,2026-07-31T19:01:13.952907+00:00,60e1e70f-bd8c-4794-ae8c-a794ec332e9d,user,user_4901,18,39533.92,203.0.113.132,False,3,1
benign_shared_nat,False,2026-07-31T19:03:24.444385+00:00,d4438168-b725-4909-9aa6-f874a20a3c80,user,user_1095,,16031.78,203.0.113.88,False,2,1
benign_quiet,False,2026-07-31T19:06:01.928933+00:00,d5bd52ae-1400-4ca6-b42c-423c477f0b24,user,user_3152,1,3394.93,203.0.113.117,False,3,0
low_and_slow,False,2026-07-31T19:14:08.041316+00:00,131bafeb-511a-402e-bc7e-2dea230c4b7c,user,user_1496,19,64216.67,203.0.113.129,True,3,1
ti_confirmed,False,2026-07-31T19:21:53.428565+00:00,45d7364f-c651-4fb2-8045-c9b5612eedb0,user,user_2578,8,57944.02,203.0.113.217,True,3,1
ambiguous_mid,False,2026-07-31T19:26:59.635667+00:00,7b7d4df9-7530-4654-85c2-4c64e5c941f6,user,user_3971,5,10568.28,203.0.113.131,False,3,0
benign_shared_nat,False,2026-07-31T19:29:47.431342+00:00,fde65998-c76a-40d5-bbe8-05d44e9dc1be,user,user_242,8,30192.12,203.0.113.183,False,2,0
low_and_slow,False,2026-07-31T19:31:20.062455+00:00,79d0d3a0-38ab-48ac-b9bb-349b1d5e374e,user,user_265,16,54428.78,203.0.113.2,True,1,1
low_and_slow,False,2026-07-31T19:31:47.219707+00:00,3a38eb27-be7c-4e07-9011-af5747f5b057,user,user_2264,17,34431.55,203.0.113.15,False,1,1
benign_shared_nat,False,2026-07-31T19:39:27.878337+00:00,3e5ada86-f672-4830-a8b0-d44f3cb4c29d,user,user_1991,9,29896.71,203.0.113.30,False,1,0
loud_burst,False,2026-07-31T19:40:14.892302+00:00,bd487346-0848-4bdb-b4ce-7ca841a85317,user,user_613,21,272.75,203.0.113.36,False,2,1
benign_shared_nat,False,2026-07-31T19:52:13.035821+00:00,1d9d5c33-4c4d-4828-b222-291cae1704db,user,user_339,9,7910.35,203.0.113.174,False,1,0
loud_burst,False,2026-07-31T20:00:38.033154+00:00,b27ef3f4-e816-4776-86d0-93df3d1c1c67,user,user_3028,,83.15,203.0.113.79,False,1,1
benign_quiet,False,2026-07-31T20:01:08.460878+00:00,aff9ccc8-f840-4653-a8c0-737beacd9bcf,user,user_2693,2,1959.47,203.0.113.11,False,1,0
benign_slow_natural,False,2026-07-31T20:02:06.358354+00:00,7147aee0-6f3d-4d6b-9e5b-a1a485117893,user,user_1545,3,37075.43,203.0.113.87,False,1,0
ti_confirmed,False,2026-07-31T20:03:04.890290+00:00,1673dbee-60df-4070-a914-832df0cbd012,user,user_1041,10,27681.7,203.0.113.73,True,2,1
benign_shared_nat,False,2026-07-31T20:05:16.460868+00:00,0478ce33-055f-4212-953f-63b95fb7eba4,user,user_1186,9,,203.0.113.119,False,3,0
ti_confirmed,False,2026-07-31T20:15:51.186076+00:00,a9584871-078d-44a2-8865-975804251bd7,user,user_4884,6,,203.0.113.230,True,1,1
low_and_slow,False,2026-07-31T20:17:04.045363+00:00,0d47a5d7-ebff-4a99-b2f3-d734a7d7a66c,user,user_4195,,62863.96,203.0.113.76,True,3,1
ti_confirmed,False,2026-07-31T20:18:17.467815+00:00,41ad81fc-3c7c-4f87-921c-d9ca03c82f8e,user,user_4736,9,21299.9,203.0.113.22,True,1,1
benign_quiet,False,2026-07-31T20:29:14.907010+00:00,6bc44dd8-333f-43e1-98a7-38f4e2646ee6,user,user_630,3,,203.0.113.54,False,2,0
low_and_slow,False,2026-07-31T20:31:30.132155+00:00,7dcfa64c-00a6-4a04-a706-fe0db62560be,user,user_2788,19,32843.39,203.0.113.80,False,3,0
ti_confirmed,False,2026-07-31T20:33:20.935291+00:00,9e4acbb6-7ec0-44d9-89b8-5802c8908b4e,user,user_2003,4,63349.67,203.0.113.28,True,2,0
ambiguous_mid,False,2026-07-31T20:35:30.547942+00:00,e7909719-2b2b-4206-973f-1c73e3858761,user,user_997,5,17241.8,203.0.113.254,False,3,1
low_and_slow,False,2026-07-31T20:35:51.409918+00:00,6e5e2bc9-cd2c-407a-9810-969890becbdc,user,user_2668,10,,203.0.113.140,False,3,1
ti_confirmed,False,2026-07-31T20:38:56.366985+00:00,51d9f38e-a984-456b-bce8-0efdbc556561,user,user_4187,1,,203.0.113.7,True,2,1
benign_quiet,False,2026-07-31T20:41:38.657119+00:00,a5fe37c5-cf02-4605-ab28-2f5e338c0387,user,user_205,2,1383.57,203.0.113.132,False,2,0
benign_shared_nat,False,2026-07-31T20:44:55.174294+00:00,08832e74-45cc-4d8a-b82e-4131948b6d81,user,user_1394,6,4884.28,203.0.113.99,False,2,0
loud_burst,False,2026-07-31T20:56:33.339786+00:00,6b227d01-3cf1-48e1-bc4e-24c82c138ca1,user,user_563,16,269.37,203.0.113.6,False,2,1
low_and_slow,False,2026-07-31T21:04:42.412725+00:00,3237b806-e877-4a63-b06c-20caeb54abe2,user,user_2583,6,54392.09,203.0.113.113,True,3,1
loud_burst,False,2026-07-31T21:08:26.343147+00:00,0e8a0cd5-c577-45d3-bb3e-dbd86d683a7f,user,user_3348,22,296.7,203.0.113.24,False,3,1
low_and_slow,False,2026-07-31T21:08:50.490749+00:00,a8c9661e-c785-4375-b801-01c4ab9b9745,user,user_2589,,,203.0.113.211,True,3,1
low_and_slow,False,2026-07-31T21:12:59.290657+00:00,0431aa8a-b021-4964-9904-19f907fd2d99,user,user_452,,59854.77,203.0.113.251,True,1,1
ti_confirmed,False,2026-07-31T21:19:33.945651+00:00,a363f77f-b4fe-4279-9815-bde2de47c375,user,user_654,7,60187.12,203.0.113.132,True,2,1
benign_quiet,False,2026-07-31T21:21:18.938081+00:00,f4cbe86b-4d97-471c-b1a9-c3a2e2df0e13,user,user_2113,2,394.12,203.0.113.169,False,3,0
benign_quiet,False,2026-07-31T21:24:37.178894+00:00,b71b0457-60cf-4798-a981-0897be031535,user,user_526,3,2376.95,203.0.113.17,False,1,0
ti_confirmed,False,2026-07-31T21:25:32.778228+00:00,1c9c37b9-0a73-447d-86f4-5ebdac438df5,user,user_4389,4,46883.75,203.0.113.199,True,2,1
low_and_slow,False,2026-07-31T21:30:29.335629+00:00,4a88ce3d-585c-4a1e-a18e-428ca89749e8,user,user_509,15,37283.05,203.0.113.64,True,1,1
benign_slow_natural,False,2026-07-31T21:31:12.988388+00:00,0c14664b-0614-4812-8655-f993dec1f44b,user,user_560,4,82718.01,203.0.113.254,False,1,0
ti_confirmed,False,2026-07-31T21:33:04.253183+00:00,24abd51d-fb5a-488c-9fe2-d3033f79a431,user,user_3989,10,58761.62,203.0.113.219,True,3,1
benign_slow_natural,False,2026-07-31T21:38:18.403822+00:00,55c959fd-9018-4d7b-a656-6a16d276fc61,user,user_4816,2,27514.03,203.0.113.217,False,3,0
ambiguous_mid,False,2026-07-31T21:41:45.384026+00:00,4646650b-89c5-47c1-a4fd-e1a40f7cc82c,user,user_1512,5,13860.33,203.0.113.25,False,2,1
benign_slow_natural,False,2026-07-31T21:45:16.949353+00:00,c62a8a53-06a5-426e-9600-e70937720b7b,user,user_3780,2,49608.48,203.0.113.213,False,3,0
low_and_slow,False,2026-07-31T21:50:47.657254+00:00,d8548296-8d20-46e9-8a36-85e5ae141d03,user,user_3214,6,16290.01,203.0.113.27,True,2,1
benign_slow_natural,False,2026-07-31T21:56:18.403892+00:00,6e278a7a-636d-46f4-8bf5-4ae8cb820119,user,user_2484,,31243.76,203.0.113.84,False,2,0
benign_shared_nat,False,2026-07-31T21:56:52.309442+00:00,a557c204-a0fe-4e89-88cb-dc08bde02d53,user,user_53,9,20939.03,203.0.113.217,False,1,0
ambiguous_mid,False,2026-07-31T22:04:28.828386+00:00,1a5971a0-da20-4e02-b223-b15aaf0b1405,user,user_2419,5,3817.91,203.0.113.212,False,3,0
benign_quiet,False,2026-07-31T22:05:31.652372+00:00,0d58b5d5-9dfa-4d29-9f4a-da8afeaad7bf,user,user_164,1,659.11,203.0.113.71,False,2,0
benign_slow_natural,False,2026-07-31T22:09:22.125144+00:00,54c98add-f166-40ba-bcab-8b8be6f8adf9,user,user_528,2,,203.0.113.102,False,2,0
benign_shared_nat,False,2026-07-31T22:10:34.083609+00:00,b1d62897-3166-4990-ae22-afb4e6ca4518,user,user_1880,9,12570.82,203.0.113.179,False,2,0
ambiguous_mid,False,2026-07-31T22:18:03.860082+00:00,ddf881c4-866b-4262-acfc-faf37036f9ba,user,user_1584,7,,203.0.113.169,False,3,0
benign_slow_natural,False,2026-07-31T22:22:00.845922+00:00,b653327e-2856-4d11-a1f0-3c88dd4d575f,user,user_4632,2,73334.0,203.0.113.155,False,1,0
loud_burst,False,2026-07-31T22:28:48.707398+00:00,d9f2a4cb-c97d-4c06-b78b-99b990a5c0c2,user,user_3813,24,201.64,203.0.113.254,False,1,1
loud_burst,False,2026-07-31T22:36:01.463718+00:00,bbe41c3a-5eea-42d4-946a-f9aaedeb26ae,user,user_2413,14,,203.0.113.3,True,1,1
benign_slow_natural,False,2026-07-31T22:38:34.671586+00:00,296495d5-20a5-4f06-85fb-d46f35778424,user,user_4027,2,58384.52,203.0.113.220,False,3,0
benign_slow_natural,False,2026-07-31T22:41:59.054756+00:00,cf92f5d6-149c-4156-9ec4-13cde47f5032,user,user_1577,3,43310.4,203.0.113.182,False,1,0
loud_burst,False,2026-07-31T22:53:36.454938+00:00,7dcf3b05-dae4-4585-aace-d57efd619492,user,user_3153,12,14.12,203.0.113.134,False,3,1
benign_slow_natural,False,2026-07-31T23:00:24.133757+00:00,08154ccc-6413-4573-aba2-e24500148e2a,user,user_3045,4,45896.32,203.0.113.95,False,3,0
benign_quiet,False,2026-07-31T23:01:06.688897+00:00,7905dcfd-f534-48d2-be6c-d17815010e24,user,user_3018,2,1114.8,203.0.113.108,,3,0
low_and_slow,False,2026-07-31T23:04:10.427911+00:00,93231fa2-fcca-4917-bec9-ce0d0f812229,user,user_2894,16,36829.11,203.0.113.48,True,3,1
ti_confirmed,False,2026-07-31T23:07:45.729856+00:00,e0161fb5-f34a-41d7-b0ef-0499a873e02a,user,user_3485,1,14927.01,203.0.113.254,True,3,1
ti_confirmed,False,2026-07-31T23:08:31.366786+00:00,0016209e-b149-43cf-baf6-3432df8cedce,user,user_2030,8,63693.23,203.0.113.114,True,3,1
ambiguous_mid,False,2026-07-31T23:11:19.735200+00:00,e8161ca9-2161-4280-9ea6-f9b06fbe4d48,user,user_2293,,16013.26,203.0.113.78,False,1,1
benign_shared_nat,False,2026-07-31T23:22:07.246690+00:00,a487d40d-64cd-4ecf-869c-f4f744dfd9cb,user,user_844,5,28381.15,203.0.113.136,False,2,0
benign_shared_nat,False,2026-07-31T23:32:48.888986+00:00,4e42dacd-81dc-461f-8f10-cdd662863dac,user,user_3309,5,5582.07,203.0.113.172,False,1,0
benign_shared_nat,False,2026-07-31T23:36:02.384047+00:00,2caa8535-c437-46b7-8145-06aace535f35,user,user_3792,9,22821.08,203.0.113.185,False,2,0
benign_shared_nat,False,2026-07-31T23:38:46.072633+00:00,a834de3f-626c-4b19-923a-f1c6e2ea387f,user,user_4187,7,19853.66,203.0.113.205,False,3,0
ambiguous_mid,False,2026-07-31T23:44:46.716372+00:00,19840373-d834-43fe-ac14-401381dd316c,user,user_4232,5,9037.46,203.0.113.44,False,2,1
benign_shared_nat,False,2026-07-31T23:47:03.404766+00:00,461028b6-997a-4c3b-af8e-65e1d0ba8c36,user,user_3413,6,3218.21,203.0.113.202,False,3,0
benign_quiet,False,2026-07-31T23:51:49.224852+00:00,072f29c8-c8d6-4951-8b99-a647d561e3e1,user,user_2531,3,3405.78,203.0.113.70,False,1,0
benign_quiet,False,2026-07-31T23:53:00.416951+00:00,f5fd86a5-d3db-4ff8-812d-dc3e70305a05,user,user_3846,,,203.0.113.253,False,1,0
loud_burst,False,2026-07-31T23:57:05.426230+00:00,07311f65-4180-4828-a51e-3d4fcd3913d8,user,user_4228,8,,203.0.113.147,True,1,1
ti_confirmed,False,2026-08-01T00:02:36.877444+00:00,a21368e6-4d36-46e8-9227-ca2ab37831ff,user,user_2723,9,9013.84,203.0.113.44,True,3,1
loud_burst,False,2026-08-01T00:06:50.459798+00:00,4ee4ade6-a720-4d95-b5f9-1155306ec521,user,user_2895,30,12.63,203.0.113.199,False,1,1
loud_burst,False,2026-08-01T00:16:19.238553+00:00,3bfdc1c7-ad53-4b49-b412-17b8e4893fc8,user,user_4532,23,172.1,203.0.113.11,False,2,1
loud_burst,False,2026-08-01T00:20:18.614762+00:00,674d142d-06c4-4a88-9f75-d4dcdcfbb0c6,user,user_2532,35,109.51,203.0.113.53,False,3,1
benign_slow_natural,False,2026-08-01T00:23:59.622587+00:00,94fc4100-87a9-4ad4-a83b-a3797cd8d1fa,user,user_3104,2,70868.91,203.0.113.202,False,1,0
benign_quiet,False,2026-08-01T00:25:37.807015+00:00,5bf465af-f239-4d6f-83ed-7961721e3b22,user,user_3135,1,851.76,203.0.113.242,,2,0
benign_shared_nat,False,2026-08-01T00:32:07.915498+00:00,c5e694f0-7f31-470a-aa78-8239a33021f7,user,user_4289,8,2654.63,203.0.113.178,False,3,1
benign_slow_natural,False,2026-08-01T00:38:03.041729+00:00,cacb3fbf-f22f-4db2-8917-771a2e69864b,user,user_3003,2,64540.27,203.0.113.92,False,2,0
ti_confirmed,False,2026-08-01T00:43:20.412448+00:00,231b9da4-53d7-4196-8eea-55e685b10af9,user,user_2587,4,9135.23,203.0.113.154,True,1,1
loud_burst,False,2026-08-01T00:45:15.571387+00:00,9d310033-887d-4295-bf9b-2e1eb8882d7d,user,user_322,10,122.48,203.0.113.141,True,2,1
benign_quiet,False,2026-08-01T00:50:22.927644+00:00,25246a16-1ff2-41c0-a993-b521a1fa03d5,user,user_816,3,552.62,203.0.113.23,False,2,0
benign_slow_natural,False,2026-08-01T00:51:04.595693+00:00,0bf36339-4c94-4d2a-9e17-4b8b0aba768b,user,user_3861,,36814.02,203.0.113.73,False,1,0
loud_burst,False,2026-08-01T01:00:59.360857+00:00,5e0a71e2-e21c-4c8c-ae32-a274d37d26a0,user,user_2743,22,272.64,203.0.113.169,False,2,1
ambiguous_mid,False,2026-08-01T01:02:33.391376+00:00,b18574bb-a446-4894-bc45-e562132ce9cf,user,user_4535,7,15029.48,203.0.113.20,False,3,1
benign_shared_nat,False,2026-08-01T01:06:01.137522+00:00,b6e0a629-9aa2-48f5-8c46-f462c03f4396,user,user_116,6,13913.26,203.0.113.115,False,3,0
benign_slow_natural,False,2026-08-01T01:07:38.667227+00:00,3b95fb22-7806-47b8-8b4b-c8d26013b9c8,user,user_2945,2,,203.0.113.108,False,3,0
ambiguous_mid,False,2026-08-01T01:12:53.038552+00:00,fe75bb54-a65f-4124-a2d0-908e7ac9f8a5,user,user_2071,7,,203.0.113.83,False,3,0
low_and_slow,False,2026-08-01T01:13:51.027459+00:00,0e2b01fc-298f-4b26-a2b2-1c20a5ca3552,user,user_4644,8,70342.74,203.0.113.246,False,1,1
loud_burst,False,2026-08-01T01:14:52.053404+00:00,ce797449-c1f2-4b19-a6d1-f837f9299592,user,user_22,13,133.03,203.0.113.51,True,1,1
benign_shared_nat,False,2026-08-01T01:16:44.685529+00:00,a29280ad-2ef5-45d3-9d3f-e731d66731d4,user,user_4916,9,32568.65,203.0.113.20,False,1,0
benign_quiet,False,2026-08-01T01:19:09.829337+00:00,b0fecb12-8828-4008-ba25-1c9d58683fc2,user,user_2542,1,2117.98,203.0.113.100,False,2,0
benign_quiet,False,2026-08-01T01:25:00.387106+00:00,4c428bb6-0cbf-4f65-86ce-d2d76eb01a6a,user,user_4575,1,3221.45,203.0.113.31,False,3,0
benign_slow_natural,False,2026-08-01T01:39:48.558066+00:00,89576c9b-ed19-4e10-9fc1-40255039f01b,user,user_1106,2,64758.36,203.0.113.240,False,3,0
benign_slow_natural,False,2026-08-01T01:40:01.053191+00:00,13009d23-028f-42cc-bba7-f36ef1ad314f,user,user_931,2,42492.38,203.0.113.141,False,3,0
benign_slow_natural,False,2026-08-01T01:46:48.827464+00:00,dca88a3b-c739-441d-9a3e-b8f54d32e110,user,user_1,3,51509.93,203.0.113.12,False,2,0
ti_confirmed,False,2026-08-01T01:53:20.388162+00:00,8526b2f3-dfcf-4320-a71d-d8627e03a738,user,user_3565,9,65832.67,203.0.113.10,True,3,1
ambiguous_mid,False,2026-08-01T01:57:09.284662+00:00,0d71d84a-2bd8-4a98-8fc1-7e79f5cbcd28,user,user_548,4,2947.58,203.0.113.170,False,3,0
benign_quiet,False,2026-08-01T02:07:20.599821+00:00,142ef853-66c0-4f82-b9c1-1dcf1fb6e19b,user,user_1833,2,2984.04,203.0.113.96,False,2,0
low_and_slow,False,2026-08-01T02:20:55.832959+00:00,41472078-d8b6-4c1a-8654-f0c3aa058a3f,user,user_693,8,32747.22,203.0.113.244,False,1,1
ambiguous_mid,False,2026-08-01T02:26:17.180502+00:00,4a9be774-93d4-40c5-a328-8966e6e92085,user,user_4830,5,12447.65,203.0.113.21,False,2,1
ti_confirmed,False,2026-08-01T02:27:14.438081+00:00,15e26a75-7184-4a2e-b2d3-efab34a3efa6,user,user_3336,6,2412.12,203.0.113.248,True,1,1
ambiguous_mid,False,2026-08-01T02:34:44.732397+00:00,3ec7e8fe-0421-4b51-a8b0-c047af0efa8f,user,user_4443,5,5915.09,203.0.113.117,False,2,0
loud_burst,False,2026-08-01T02:38:11.477487+00:00,15a22527-600c-4323-9054-0ea0d9ec4b1b,user,user_408,,254.39,203.0.113.240,False,1,1
loud_burst,False,2026-08-01T02:41:45.050841+00:00,c9f181f3-d98f-4ee0-a57b-eb9ca72633e0,user,user_733,9,145.46,203.0.113.32,False,2,1
ti_confirmed,False,2026-08-01T02:43:50.461688+00:00,cc33c16f-cbea-4b1e-a306-3e3e45499377,user,user_943,,30724.66,203.0.113.144,True,1,1
benign_shared_nat,False,2026-08-01T02:43:54.023194+00:00,e0eac04f-a400-4732-9cb8-69dd1ea2b778,user,user_2457,6,18189.14,203.0.113.40,False,1,0
loud_burst,False,2026-08-01T02:46:01.877495+00:00,7b1ba4f8-3de1-447d-9e16-f05044d69379,user,user_2050,31,,203.0.113.84,False,2,0
ambiguous_mid,False,2026-08-01T02:46:33.110424+00:00,50cba8b9-7ff2-440b-aa80-650beb8b7742,user,user_28,4,15940.15,203.0.113.155,True,1,0
loud_burst,False,2026-08-01T03:02:44.560671+00:00,7a4bf682-570d-4305-ad27-975c31e3385f,user,user_3870,,239.81,203.0.113.171,False,3,1
ambiguous_mid,False,2026-08-01T03:07:02.488688+00:00,247eadba-0ad2-4880-9100-e108ec87cd33,user,user_1557,6,5283.59,203.0.113.136,False,3,0
benign_shared_nat,False,2026-08-01T03:10:43.034926+00:00,6625528a-5ece-4967-b9a5-64d52cf030b0,user,user_2075,,12743.28,203.0.113.236,False,2,0
benign_quiet,False,2026-08-01T03:11:10.160509+00:00,7c801b42-b0d3-4c47-ac49-f48162c2b872,user,user_1950,,712.37,203.0.113.181,False,2,0
ti_confirmed,False,2026-08-01T03:12:51.765876+00:00,4e77664c-33e0-4fdb-b45b-15db816ba252,user,user_2039,2,62525.54,203.0.113.232,True,1,1
benign_quiet,False,2026-08-01T03:15:57.591876+00:00,e51d7d4c-ea72-4207-96ba-8668a0d03cc7,user,user_2912,1,2171.42,203.0.113.105,False,3,0
loud_burst,False,2026-08-01T03:18:00.974029+00:00,3b1ac5ee-ec31-4b11-8603-9324c10a8f49,user,user_4751,,144.88,203.0.113.138,False,2,1
loud_burst,False,2026-08-01T03:21:56.540903+00:00,a69d6cfb-3c30-4854-9c67-e82a12ff7c67,user,user_4699,17,104.02,203.0.113.186,False,1,1
benign_shared_nat,False,2026-08-01T03:22:53.832292+00:00,4669e6c5-4419-4c57-bfc4-63058560afef,user,user_1393,7,11642.31,203.0.113.106,False,2,0
low_and_slow,False,2026-08-01T03:23:41.874069+00:00,c14c0739-d4d6-4dc7-9716-78560b396354,user,user_3633,11,66235.93,203.0.113.32,True,2,1
ambiguous_mid,False,2026-08-01T03:23:45.067728+00:00,30b76eca-0bfd-4679-9bea-01dff731a4d7,user,user_2524,7,7932.81,203.0.113.165,False,2,0
benign_quiet,False,2026-08-01T03:24:30.044918+00:00,7afb2641-e404-4b1d-ba77-0b6a28ab41e3,user,user_3823,2,2142.99,203.0.113.54,False,3,0
ambiguous_mid,False,2026-08-01T03:25:26.805004+00:00,dbb861bd-7bf5-4ff7-a373-9d83a15f73de,user,user_2419,6,2294.07,203.0.113.165,False,2,0
benign_slow_natural,False,2026-08-01T03:25:39.445637+00:00,b4a89c5e-c9d2-4082-a03f-92a8f1cd3ccd,user,user_4359,2,67923.91,203.0.113.254,False,3,0
benign_quiet,False,2026-08-01T03:28:22.402116+00:00,23bfd9bf-455c-4957-abf4-306131f9d694,user,user_4436,1,1390.2,203.0.113.78,False,3,0
ambiguous_mid,False,2026-08-01T03:29:04.491445+00:00,238e7e99-6897-4d09-9b80-8df6d496c85b,user,user_1736,6,4970.76,203.0.113.60,False,3,0
ti_confirmed,False,2026-08-01T03:29:21.593371+00:00,20bd6aa2-3c33-4cea-95ab-dc0420ebc21d,user,user_3656,9,,203.0.113.61,True,3,1
benign_quiet,False,2026-08-01T03:29:28.964462+00:00,22cc085b-366f-45a5-91fe-90bee38a4f98,user,user_503,2,1834.39,203.0.113.101,False,1,0
loud_burst,False,2026-08-01T03:30:57.240420+00:00,e73b6ef1-e9e1-4099-9413-46bbbd97be76,user,user_1637,32,37.01,203.0.113.138,False,3,1
benign_quiet,False,2026-08-01T03:36:44.034986+00:00,7a08e26a-dd13-46b7-8b66-c68d73ce9d87,user,user_1219,,1235.72,203.0.113.135,,1,0
benign_quiet,False,2026-08-01T03:37:12.263324+00:00,f5c48adc-ca4e-4aeb-b2db-441fe4366451,user,user_4006,3,658.13,203.0.113.162,,2,0
low_and_slow,False,2026-08-01T03:46:55.213228+00:00,c853d09a-ef94-4345-96bd-fa55c897d39f,user,user_2875,15,51096.31,203.0.113.140,False,3,1
loud_burst,False,2026-08-01T03:48:26.134379+00:00,875882c3-1ce0-49da-ac72-23a7f286031c,user,user_2953,20,244.53,203.0.113.114,True,2,0
benign_slow_natural,False,2026-08-01T03:49:28.134072+00:00,375f2cce-4d47-4b1d-93cd-f924b707bd79,user,user_2594,4,44062.46,203.0.113.9,False,3,0
ti_confirmed,False,2026-08-01T03:50:37.085436+00:00,a6b70801-4253-40dc-ac9a-19ca2a7e508a,user,user_767,1,,203.0.113.166,True,1,1
ti_confirmed,False,2026-08-01T03:57:36.285266+00:00,7899da8b-42d1-4a6a-927d-d40e64f69744,user,user_1033,3,,203.0.113.188,True,3,0
low_and_slow,False,2026-08-01T03:57:46.599069+00:00,2feeb14f-bebe-4a5a-92c8-2c1c1f34f9c3,user,user_70,11,78396.15,203.0.113.166,True,2,1
ti_confirmed,False,2026-08-01T04:13:27.381839+00:00,19f43a8c-5e6b-480d-ade4-88384583720d,user,user_3804,3,64043.59,203.0.113.57,True,1,1
low_and_slow,False,2026-08-01T04:13:36.328575+00:00,126db216-d312-467f-9442-0be22d10dbf6,user,user_1867,11,35456.18,203.0.113.40,False,1,1
ambiguous_mid,False,2026-08-01T04:18:15.521772+00:00,0b051768-e82c-4a45-b7ad-44ba78dbdcc0,user,user_387,5,,203.0.113.250,False,1,0
benign_quiet,False,2026-08-01T04:18:32.246776+00:00,18246a2d-7b77-4929-af9b-06546c284f4a,user,user_3982,2,1332.02,203.0.113.178,False,2,0
benign_slow_natural,False,2026-08-01T04:20:33.187942+00:00,c2a17a04-6fd0-49eb-a051-995e35a380d2,user,user_1097,,45065.52,203.0.113.34,False,1,0
ambiguous_mid,False,2026-08-01T04:24:39.090456+00:00,75c5ca98-e649-43cd-b843-cf61850d48b2,user,user_4532,7,9810.19,203.0.113.207,False,1,0
benign_quiet,False,2026-08-01T04:29:29.692217+00:00,66ac9868-8104-4f80-bb0e-1db734078a62,user,user_1018,3,1026.26,203.0.113.186,False,2,0
ti_confirmed,False,2026-08-01T04:42:42.580050+00:00,4d83980f-f6de-4beb-86fd-b0aea31cd083,user,user_2120,7,,203.0.113.244,True,3,1
loud_burst,False,2026-08-01T04:42:59.635878+00:00,66141eab-94fb-4c26-ac10-d3eba548282a,user,user_292,21,,203.0.113.236,False,3,1
benign_quiet,False,2026-08-01T04:45:55.606747+00:00,d2b8a6be-6ca5-450c-a8a0-59b5c51102e7,user,user_3303,3,3057.12,203.0.113.115,False,3,0
benign_shared_nat,False,2026-08-01T04:46:02.321571+00:00,07330f33-e0de-4783-ac43-38ee3a19100e,user,user_4831,9,25887.51,203.0.113.155,False,1,0
loud_burst,False,2026-08-01T04:46:32.065672+00:00,66b93d49-b241-4217-92c9-1b912eb54b0c,user,user_3580,12,21.86,203.0.113.178,True,2,1
benign_quiet,False,2026-08-01T04:46:59.954511+00:00,ded7bc4c-ff83-4ca0-b53e-d3bf8fd972fc,user,user_874,2,2586.31,203.0.113.77,False,3,0
loud_burst,False,2026-08-01T04:47:08.857477+00:00,16ae9581-210e-44b3-87f3-cdee68484eef,user,user_1916,24,210.62,203.0.113.56,False,3,1
benign_quiet,False,2026-08-01T04:49:04.431835+00:00,0c7c71f5-60ce-47d2-8e98-0710e368e9bb,user,user_4683,1,2592.64,203.0.113.240,False,3,0
benign_slow_natural,False,2026-08-01T04:52:19.096118+00:00,9a936e84-de6b-4adb-85ee-5fcf0f8a6a15,user,user_1521,,41016.02,203.0.113.190,False,2,0
